sentence,term,category,polarity
뛰어난 개발자분들이 많아서 배울점이 많고 유명한 서비스들을 경험해볼 수 있다,배울점,커리어,positive
잘하시는 분들이 점점 이직하고 있고 업무 과중으로 야근이 자주 있는 편이다,야근,업무,negative
네이버의 네임벨류를 증명하는 충분한 보상과 복지,보상,급여,positive
네이버의 네임벨류를 증명하는 충분한 보상과 복지,복지,복지,positive
버티기만하면 빠르게 성장할 수 있는 환경 보고 배울 사람이 많음,성장,커리어,positive
회사가 바라는 빠른 성장속도를 견디지 못하면 도태되거나 눈치가 보임 서비스의 성장이 가팔라서 야근을 엄청 뛰어야할 수도 있음 (야근비는 빵빵),야근,업무,negative
서로 '님'이라고 부르면서 상호 존대,존대,사내문화,positive
사옥미 좋음,사옥미,복지,positive
"복지, 사내 시스템, 연봉, 근무 환경 등 전반적으로 우수",복지,복지,positive
"복지, 사내 시스템, 연봉, 근무 환경 등 전반적으로 우수",연봉,급여,positive
성장에 대해 물음을 놓지만 답이 나오지 않는 느낌,성장,커리어,negative
잘하는 사람은 알아서 잘 해야 하는 개인주의,개인주의,사내문화,negative
"자율근무제, 좋은 동료, 맛있는 밥과 커피",근무제,업무,positive
"자율근무제, 좋은 동료, 맛있는 밥과 커피",동료,사내문화,positive
"자율근무제, 좋은 동료, 맛있는 밥과 커피",밥,복지,positive
"업무의 강도가 빡셈, 자율근무제라 계속 알림을 받아야함",업무,업무,negative
뛰어난 동료,사내문화,동료,positive
좋은 복지,복지,복지,positive
괜찮은 보상,보상,급여,positive
개인주의적인 성향,개인주의,사내문화,negative
보고 배울 사람이 많지 않아 성장하는데 한계가 있을 것 같은 느낌,성장,커리어,negative
일이 너무 많음,일,업무,negative
바쁠땐 정말 바쁨,바쁨,업무,negative
리더 복불복에 따라 생활이 달라지는듯함,리더,사내문화,negative
연봉도 개인적으로는 만족스럽고 동료들이 참 좋다 너무 똑똑하고 일 잘하는 동료들에게 많이 배운다 다들 떠나지 않고 같이 으쌰으쌰 해서 성과 내고 더 좋은 보상을 받을 수 있는 구조가 되면 좋겠다,연봉,급여,positive
연봉도 개인적으로는 만족스럽고 동료들이 참 좋다 너무 똑똑하고 일 잘하는 동료들에게 많이 배운다 다들 떠나지 않고 같이 으쌰으쌰 해서 성과 내고 더 좋은 보상을 받을 수 있는 구조가 되면 좋겠다,동료,사내문화,positive
그리고 사내 시스템 자동화가 정말 잘 되어있어서 어지간한 건 혼자 사이드보고 자가결재로 진행되어서 넘 좋음 대기업보다 낫다,시스템,업무,positive
일이 좀 많긴 한데 누구도 강요하진 않았으나 자발적으로 일을 하게 된다,일,업무,negative
직급이 없어서 기획자들은 연봉 상승률이 눈물 나는 편,연봉,급여,negative
돈은 부족하지 않게 준다,돈,급여,positive
님문로 확실히 직원들간 위계가 없다,위계,사내문화,positive
회의가 무지하게 많다,회의,업무,negative
"걍 네이버 다닌다 정도가 좋았고, 같이 일하는 동료들이 좋다",동료,사내문화,positive
경영진 진짜 이해할수가 없고 팀바팀 극과극인 업무강도와 분위기,업무,업무,negative
신입이 성장하기 좋음,성장,커리어,positive
부바부긴 하나 두 부서에서 근무해본 결과 분위기 최고,분위기,사내문화,positive
실력있는 팀원들이 있어 자극이 됨,팀원,사내문화,positive
대규모 서비스이다보니 대용량 트래픽 경험가능,경험,커리어,positive
"많은 업무량, 기술부채룰 해결하지 못하고 진행하는 경향이 있음",업무량,업무,negative
동료들이 좋다는 점,동료,사내문화,positive
인센도 만족할만한 수준,인센,급여,positive
주위에 뛰어난 사람들,사람,사내문화,positive
연봉도 괜찮은편,연봉,급여,positive
가끔 일이 많이 주어지면 힘들다,일,업무,negative
개인주의적인 성향이 강하다,개인주의,사내문화,negative
부서마다 분위기 다르겠으나 워라밸 보장되고 팀분위기 좋습니다,분위기,사내문화,positive
부서마다 분위기 다르겠으나 워라밸 보장되고 팀분위기 좋습니다,워라밸,업무,positive
대표님의 영향력이 너무 커서 가끔은 눈치 보며 일한다는 생각이 들어요,눈치,사내문화,negative
문화가 자유롭고 수평적이다,문화,사내문화,positive
복지가 꽤 괜찮고 야근수당 있는점이 좋다,복지,복지,positive
수평적 문화에 비해 업무구조는 굉장히 수직적이다,업무구조,업무,negative
실력 있고 인성 좋은 사람들과 같이 일할 수 있음,사람,사내문화,positive
어디가서든 인정해주는 회사,인정,커리어,positive
사옥이 역세권이 아니라서 정자역에서 걸어가기도 버스타기도 애매한 거리에 있음,사옥,복지,negative
노력하지 않는 동료들 때문에 곤란한 상황이 있습니다 뭐 어딜가나 그런 동료들은 있으니깐,동료,사내문화,negative
실력에 대한 인정과 보상이 좋음 부서마다 케바케일 수 있지만 현 부서는 그럼,보상,급여,positive
끊임없는 노력과 성장이 없다면 도태됨 그게 스트레스라면 스트레스,노력,업무,negative
"회사 방향성과 비전, 산업군의 특성 덕에 앞으로 5년 이상은 승승장구 하지 않을지",비전,커리어,positive
지나치게 나이브한 선민의식에 취한 임원진들의 판단미스와 비판을 두려워하는 중간관리자들,임원진,사내문화,negative
일이 오지게 많고 일을위한일 정치를 위힌일이다 고객이 없다,일,업무,negative
사람들이 좋다,사람,사내문화,positive
복지가 좋다,복지,복지,positive
개인주의가 강한듯,개인주의,사내문화,negative
커리어 성장에는 너무나 좋은곳입니다,커리어,커리어,positive
나름 소소한 복지도 신경써줍니다,복지,복지,positive
워라벨이 보장이 안되는게 제일 큰 단점이지만 워라벨 외에는 큰 단점은 없습니다,워라벨,업무,negative
굳이 꼽자면 때때로 워라밸이 망가지는 경우가 왕왕 있다.,워라밸,업무,negative
"복지가 좋습니다 (매달 여가생활 15만원, 어학비 20만원, 대출이자지원 등)",복지,복지,positive
개발자들을 위한 강의가 마련되어있습니다 자기가 공부할거면 혼자서도 성장할 수 있는 곳,성장,커리어,positive
최고는 아니지만 꽤 좋은 복지 다양하게 접할 수 있는 개발 환경,복지,복지,positive
예전같지 않은 개발 문화,문화,사내문화,negative
대기업화 된 문화속에 지나치게 틀이 잡혀버린 프로세스,프로세스,업무,negative
회사 밥이 맛있다고 할 수있지,밥,복지,positive
수평문화의 끝판왕입니다 꼰대아닌척 하는 꼰대많아서 힘들어오,꼰대,사내문화,negative
대기업 중 겉으로라도 이만큼 수평적인 곳 없음 사람들의 태도가 기본적으로 나이스함,수평,사내문화,positive
워라벨은 기대하지 마세요 주 52시간 초과하는 조직 많음,워라벨,업무,negative
개인주의 강하고 인간적인 교류가 별로 없는편,개인주의,사내문화,negative
배우기 좋음 페이도 좋고 퇴근도 무조건 칼퇴여서 여가시간 보장됨,칼퇴,업무,positive
분위기 별로임 그러나 그래도 좋음 사람이 많아서 내가 뭐하는지 모르겠음.,분위기,사내문화,negative
배울점이 많고 커리어적으로는 만족스러움 복지나 급여도 좋은 편,커리어,커리어,positive
배울점이 많고 커리어적으로는 만족스러움 복지나 급여도 좋은 편,복지,복지,positive
배울점이 많고 커리어적으로는 만족스러움 복지나 급여도 좋은 편,급여,급여,positive
일이 너무 많아서 워커홀릭이 아니라면 힘들 수도 있다 워라밸은 포기해야함,업무,워라밸,negative
복지만큼은 it 업계중에서도 가장 좋은편임 급여도 나쁘지 않음,복지,복지,positive
워라밸을 바라기 어려움 공휴일에도 연락이 자주오고 수시로 대기해야하는 상황이 많음 일도 많고 그에 따른 책임도 나의몫 누가 카바쳐주지않음,워라밸,업무,negative
최대의 장점은 인프라가 잘되어있다는 것 그리고 사옥의 존재,인프라,복지,positive
실력이 뛰어난 개발자들이 많아 여러 다양한 경험을 해볼 수 있음,경험,커리어,positive
"따뜻한 사내 분위기, 동료애 등을 찾기 힘들고 개인주의가 심한편",개인주의,사내문화,negative
개인주의가 강하다보니 경쟁도 심한편이라 볼수 있을듯 합니다,경쟁,사내문화,negative
재밌는 서비스 좋은 복지 사옥 스톡옵션 지하식당 인프라 굳,인프라,복지,positive
재밌는 서비스 좋은 복지 사옥 스톡옵션 지하식당 인프라 굳,복지,복지,positive
개발직군에 꿈이 있는 대졸자신입이 선택하기엔 가장 좋은 회사,꿈,커리어,positive
최고의 복지덕에 저성과자들의 충성도가 굉장히 높은 회사,복지,복지,positive
회사가 크고 개인간 능력 격차도 심해서 그런지 보상과 직급체계가 너무 일관성이 없고 엉망임,보상,급여,negative
"워라밸 철저하게 지켜주려고 하는 시스템, 그리고 포털 회사인 만큼 사내 자료가 정리가 매우 잘되어있음. 그리고 맘만 먹으면 실력자들과 네트워킹 할 수 있고 각종 사내 복지가 좋음",복지,복지,positive
워라밸 ‘시스템’과는 별개로 근무시간 길수록 좋아하는 리더 만나면 그런거 포기해야함,근무,업무,negative
"모든 의사결정이 수직적이고, 책임만 많고 권한은 없이 해야할일을 많이 주는 경우가 많음",수직적,사내문화,negative
물론 천국같은 팀도 있고 업무 능력 향상도 많이 되긴 하지만 전반적으로 조직문화를 장기적으로 책임지고 가져나는 임원은 없는 거 같음,능력,커리어,positive
물론 천국같은 팀도 있고 업무 능력 향상도 많이 되긴 하지만 전반적으로 조직문화를 장기적으로 책임지고 가져나는 임원은 없는 거 같음,임원진,사내문화,negative
훌륭한 동료들로 인한 자극과 배움,동료,사내문화,positive
연매출에 비해 낮은 연봉,연봉,급여,negative
마음만 먹으면 무엇이든 경험하고 성장할 수 있는 회사,성장,커리어,positive
변화가 필요한 경영진,경영진,사내문화,negative
목표없는 빨리빨리 문화,문화,사내문화,negative
"다른데에서 하기 어려운 경험을 할 수 있고, 사내 개발자들의 실력이 좋아서 배울게 많습니다",배울게,커리어,positive
가르쳐주는 문화 없어 주니어는 힘듬,문화,사내문화,negative
시니어는 정치 못하면 업무능력만으로는 못버팀,정치,사내문화,negative
능력자들이 정말 많아서 커리어 성장에 많은 도움을 받음,커리어,커리어,positive
어딜가도 동일하지만 팀바팀 부바부 워라벨이 없을수도 있음,워라벨,업무,negative
좋은 환경임이 맞음에도 불편러가 개많음,불편러,사내문화,negative
은근 반복되는 업무 몇몇 월급루팡들에게 느껴지는 답답함,업무,업무,negative
좋은 개발자 많음 비교적 안정적인 제도와 조직문화,문화,문화,positive
조직과 리더에 따른 복불복,리더,사내문화,negative
커리어는 좋아질 것 같다 일 빡쎄게 하고 회사 네임밸류 있으니까,커리어,커리어,positive
